customer_id,customer_name,reg_date
95,Kaira Dani,15/08/23
96,Heer Chhabra,14/06/23
97,Khushi Behl,31/08/24
98,Madhav Dave,04/10/24
99,Madhav Ahuja,11/01/25
100,Jivika Sama,15/01/24
101,Rania Kaur,24/10/23
102,Madhup Virk,14/06/24
103,Seher Kanda,22/12/23
104,Suhana Chad,19/01/25
105,Samarth Trivedi,15/07/24
106,Shanaya Shan,05/09/24
107,Himmat Venkataraman,19/06/23
108,Ishita Lala,29/09/23
109,Dharmajan Desai,21/08/24
110,Jayan Saini,28/09/23
111,Zeeshan Dhar,08/09/23
112,Heer Seth,02/09/23
113,Urvi Bobal,20/12/23
114,Siya Sethi,31/01/24
115,Madhup Shankar,27/02/24
116,Veer Tank,24/01/25
117,Raunak Mahajan,28/08/24
118,Dishani Biswas,17/09/24
119,Rania Subramaniam,04/05/25
120,Mehul Varghese,11/07/23
121,Fateh Borde,10/07/24
122,Vardaniya Kala,24/07/23
123,Azad Sane,06/03/25
124,Shray Dey,27/11/24
125,Samarth Srinivasan,16/08/23
126,Lakshit Bassi,30/01/24
127,Veer Ratta,20/04/25
128,Kartik Seshadri,27/11/23
129,Veer Dasgupta,09/10/23
130,Taimur Krishnan,10/11/23
131,Vanya Ramesh,18/02/24
132,Amani Ratta,10/12/23
133,Miraya Agarwal,09/06/23
134,Tushar Bera,30/11/23
135,Vardaniya Konda,16/09/24
136,Siya Balasubramanian,30/01/24
137,Faiyaz Shroff,03/09/24
138,Tanya Din,10/03/24
139,Ishaan Sengupta,30/10/24
140,Vaibhav Hora,14/06/24
141,Nirvaan Batra,02/10/23
142,Samaira Anand,24/04/25
143,Tiya Varty,03/02/24
144,Ranbir Lad,20/03/25
145,Baiju Mander,23/05/24
146,Trisha Basak,30/06/23
147,Vritika Som,09/12/23
148,Inaaya  Srinivasan,20/11/23
149,Shalv Gulati,14/06/23
150,Lakshay Master,10/12/23
151,Khushi Sabharwal,18/02/25
152,Keya Varkey,12/06/23
153,Romil Devan,11/08/23
154,Tarini Shankar,08/02/24
155,Diya Upadhyay,26/10/24
156,Biju Sehgal,21/10/23
157,Advik Krishna,27/08/24
158,Renee Balakrishnan,06/07/23
159,Umang Krishna,19/07/24
160,Amira Biswas,28/07/23
161,Manikya Bhakta,24/11/24
162,Raghav Thaker,13/12/23
163,Jivika Kohli,20/09/23
164,Jayesh Jhaveri,01/11/24
165,Aarav Sabharwal,01/05/24
166,Kabir Balasubramanian,13/07/23
167,Kismat Samra,10/02/24
168,Lavanya Atwal,09/03/24
169,Piya Sarkar,27/02/24
170,Miraan Mandal,28/01/25
171,Vritika Chakraborty,25/06/24
172,Bhamini Goda,22/07/24
173,Yasmin Yohannan,17/02/25
174,Zara Kala,06/04/25
175,Eshani Mammen,02/08/23
176,Rohan Sachar,02/07/23
177,Ritvik Deo,14/04/25
178,Nishith Dada,14/05/24
179,Anahi Tandon,28/03/24
180,Veer Dubey,12/12/23
181,Divyansh Chahal,08/10/24
182,Heer Gara,28/04/24
183,Anay Thakkar,12/11/24
184,Taran Lal,26/02/25
185,Damini Kari,11/09/24
186,Anya Sastry,10/11/24
187,Fateh Jani,09/01/25
188,Abram Raju,11/01/24
189,Tara Badami,20/11/23
190,Kismat Chad,06/03/25
191,Tejas Toor,17/10/24
192,Nitara Bhatti,04/07/23
193,Advika Sem,16/12/24
194,Mahika Bhalla,13/01/24
195,Piya Sekhon,21/09/24
196,Anahi Kade,20/02/24
197,Aaina Sarma,15/08/24
198,Riya Bhatia,22/07/24
199,Zara Dhar,01/01/25
200,Anahita Grover,01/05/25
201,Misha Ghose,29/04/24
202,Lakshit Dhingra,18/11/24
203,Zoya Sant,28/06/24
204,Hunar Bains,30/10/23
205,Mehul Sangha,26/04/25
206,Jiya Gopal,01/01/24
207,Elakshi Loke,20/03/25
208,Taimur Dora,21/07/24
209,Khushi Sarkar,29/09/24
210,Yakshit Sengupta,05/11/23
211,Jayant Tailor,30/07/23
212,Shaan Dixit,23/03/24
213,Aayush Wali,24/08/23
214,Samar Dada,25/11/23
215,Jivika Kata,28/11/23
216,Kartik Hora,08/08/23
217,Vivaan Ahluwalia,27/08/24
218,Akarsh Anand,23/11/24
219,Heer Brahmbhatt,07/08/24
220,Adah Dhawan,02/01/25
221,Keya Shroff,19/04/24
222,Manjari Babu,08/05/25
223,Vardaniya Bhardwaj,22/02/25
224,Prerak Sunder,01/05/25
225,Keya Dave,06/04/24
226,Priyansh Bal,19/03/24
227,Ehsaan Edwin,14/04/25
228,Vanya Bal,12/05/25
229,Nishith Bora,24/11/23
230,Myra Gala,13/05/24
231,Nishith Dyal,07/08/24
232,Himmat Choudhury,14/02/24
233,Keya Sen,29/02/24
234,Divij Shere,05/12/23
235,Tarini Zachariah,08/07/24
236,Trisha Mahajan,28/07/24
237,Anika Soman,17/11/24
238,Dharmajan Babu,10/08/23
239,Faiyaz Hayre,04/03/25
240,Divij Shere,19/03/24
241,Chirag Chaudhuri,15/04/25
242,Mannat Apte,09/11/24
243,Indrans Gandhi,26/10/23
244,Ayesha Sani,10/09/24
245,Divij Dara,07/09/24
246,Aradhya Dube,24/12/24
247,Seher Goel,03/08/23
248,Hridaan Devi,06/08/24
249,Divij Buch,22/01/24
250,Lagan Lala,10/07/24
251,Pranay Apte,01/07/24
252,Saanvi Bail,15/07/24
253,Navya Guha,04/10/23
254,Damini Ganesh,17/06/23
255,Kanav Samra,21/04/24
256,Ryan Goel,07/10/23
257,Veer Reddy,23/10/23
258,Shamik Viswanathan,14/01/24
259,Nakul Raval,23/11/24
260,Eshani Amble,26/08/24
261,Hridaan Kumar,07/10/23
262,Shaan Raval,23/09/23
263,Sumer Dara,07/05/24
264,Vardaniya Sami,02/02/25
265,Shray Iyer,06/04/25
266,Rasha Sharaf,26/04/25
267,Tanya Lall,21/04/25
268,Shalv Sidhu,13/02/25
269,Abram Balay,29/01/25
270,Inaaya  Dey,10/12/23
271,Advika Raj,23/01/25
272,Damini Agarwal,11/09/24
273,Vihaan Borde,30/07/24
274,Aniruddh Sagar,14/02/25
275,Ryan Sarma,10/02/25
276,Anya Shukla,22/12/23
277,Aniruddh Thakkar,05/03/24
278,Divit Ganguly,02/09/23
279,Zara Bal,29/04/24
280,Nayantara Kaul,20/02/24
281,Vedika Tak,16/05/24
282,Seher Kadakia,23/01/24
283,Hazel Srinivas,23/09/23
284,Aarav Joshi,24/10/23
285,Aarush Swamy,16/06/23
286,Kimaya Swamy,18/07/23
287,Lagan Loyal,23/10/23
288,Rhea Srinivasan,07/01/25
289,Renee Mangat,15/06/24
290,Reyansh Ravi,10/08/24
291,Sahil Kara,21/02/24
292,Rasha Dhillon,10/04/24
293,Saksham Upadhyay,23/12/24
294,Mahika Dalal,22/02/24
295,Ira Golla,22/11/24
296,Darshit Ghose,16/10/23
297,Rati Chatterjee,23/04/24
298,Kimaya Varma,28/07/23
299,Baiju Ramanathan,02/11/23
300,Ela De,12/12/23
301,Tara Reddy,05/02/24
302,Nitara Gole,30/11/24
303,Prerak Mannan,26/11/24
304,Lagan Dhawan,29/05/23
305,Divit Sibal,21/01/24
306,Akarsh Mallick,20/11/24
307,Samarth Kulkarni,08/02/24
308,Aarav Bhatia,06/09/24
309,Shalv Venkatesh,15/08/23
310,Lakshit Ramakrishnan,21/06/23
311,Vihaan Deep,20/10/23
312,Indrajit Mann,27/02/25
313,Tara Grover,26/02/25
314,Jivin Sangha,21/10/24
315,Damini Talwar,22/12/24
316,Aarush Rajan,02/09/24
317,Yasmin Sahota,08/04/24
318,Parinaaz Zachariah,18/12/23
319,Samarth Chandran,06/11/24
320,Ahana  Sagar,30/04/24
321,Arhaan Kant,21/09/23
322,Vanya Dhaliwal,09/06/24
323,Jayan Sehgal,09/03/25
324,Kanav Dutta,12/01/25
325,Shamik Raj,11/12/24
326,Alia Lad,13/04/25
327,Dhanush Kar,13/12/24
328,Madhup Solanki,22/12/23
329,Krish Suri,17/01/24
330,Vedika Dyal,27/07/24
331,Shlok Kapoor,14/05/25
332,Kashvi Dada,08/10/24
333,Rania Kota,10/12/24
334,Saksham Dewan,29/12/24
335,Faiyaz Deep,23/09/24
336,Kimaya Goswami,18/05/25
337,Hrishita Behl,12/07/23
338,Devansh Divan,11/06/23
339,Pari Singh,25/04/25
340,Zara Bose,03/04/24
341,Saira Cherian,19/12/24
342,Hridaan Talwar,21/07/24
343,Diya Rama,07/03/24
344,Biju Dave,02/11/24
345,Tara Apte,18/08/24
346,Samiha Kanda,17/11/23
347,Armaan Chhabra,28/11/23
348,Bhavin Badami,09/12/23
349,Samarth Madan,30/03/25
350,Purab Savant,02/12/24
351,Rohan Sangha,24/08/23
352,Amira Chopra,16/01/24
353,Farhan Tara,28/07/24
354,Suhana Issac,20/07/23
355,Divij Sami,09/07/23
356,Ayesha Agarwal,14/04/24
357,Ritvik Bora,11/02/24
358,Lavanya Gill,22/09/24
359,Shray Bhavsar,14/04/25
360,Ryan Banerjee,16/09/23
361,Dhruv Kata,06/10/23
362,Prisha Bajaj,08/02/24
363,Nitya Bhagat,14/02/25
364,Zeeshan Banik,23/01/25
365,Urvi Sinha,02/01/25
366,Vidur Sinha,11/03/25
367,Diya Kant,12/05/24
368,Faiyaz Ramakrishnan,16/04/24
369,Piya Dugar,12/05/25
370,Akarsh Dash,15/12/24
371,Eshani Bhandari,26/08/23
372,Kashvi Kant,26/03/25
373,Chirag Sane,10/08/24
374,Kiaan Chander,16/08/23
375,Kaira Ganesh,31/07/23
376,Farhan Vora,27/09/23
377,Emir Toor,21/10/24
378,Indranil Soman,27/02/24
379,Nitara Karpe,12/06/23
380,Saksham Thakkar,16/11/24
381,Shlok Butala,09/01/25
382,Armaan Jhaveri,20/04/25
383,Baiju Dewan,18/12/24
384,Jayesh Talwar,28/12/24
385,Arhaan Sahota,11/02/24
386,Dhanush Chad,09/07/24
387,Rania Dhaliwal,18/02/25
388,Divyansh Dara,08/03/24
389,Aayush Banik,28/07/23
390,Vritika Loyal,31/12/24
391,Tanya Thaman,01/01/25
392,Romil Thaker,03/01/25
393,Ritvik Seth,22/07/23
394,Nehmat Chhabra,14/05/25
395,Pari Maharaj,23/06/24
396,Anahi Roy,14/07/23
397,Ishita Bakshi,31/07/23
398,Mahika Dugar,03/08/23
399,Krish Anne,29/12/24
400,Indrajit Bhardwaj,20/02/24
401,Yasmin Khatri,14/03/25
402,Manjari Ghose,14/06/23
403,Jayant Ramaswamy,11/12/24
404,Gatik Yohannan,15/05/24
405,Miraan Choudhury,29/12/24
406,Nitya Shan,06/12/24
407,Samaira Saraf,21/07/23
408,Lavanya Tara,06/04/25
409,Faiyaz Lall,21/11/24
410,Farhan Bala,25/08/24
411,Elakshi Luthra,05/05/25
412,Adira Bir,16/01/25
413,Amira Mahal,18/05/25
414,Kimaya Gokhale,25/11/23
415,Lakshay Shah,06/09/23
416,Divit Keer,10/08/24
417,Prisha Bora,21/06/24
418,Eva Choudhry,15/02/25
419,Ehsaan Saini,21/11/24
420,Taimur Khanna,10/06/23
421,Anika Chahal,12/01/24
422,Vidur Tak,02/10/23
423,Jiya Dalal,11/12/24
424,Ayesha Sekhon,07/02/24
425,Khushi Gade,18/08/23
426,Navya Zachariah,01/09/23
427,Yashvi Magar,23/01/24
428,Ritvik Krishnan,15/02/24
429,Mohanlal Raja,17/09/24
430,Nehmat Saraf,22/10/24
431,Rati Chacko,25/10/24
432,Renee Batta,20/05/25
433,Tejas Dani,18/06/24
434,Tara Borde,10/06/23
435,Nayantara Grewal,12/06/23
436,Mishti Sankaran,25/02/24
437,Badal Badal,06/05/24
438,Hazel Mani,07/12/23
439,Aradhya Bhatia,20/05/24
440,Divyansh Ghose,26/09/23
441,Lakshay Saran,27/09/23
442,Farhan Venkatesh,12/12/23
443,Kismat Bath,13/06/24
444,Anya Anne,05/10/24
445,Hansh Sarin,21/10/23
446,Azad Shanker,12/03/25
447,Hazel Hayre,02/01/25
448,Vidur Gour,12/02/24
449,Charvi Sibal,19/02/24
450,Nayantara Madan,15/04/24
451,Ehsaan Taneja,30/05/24
452,Aniruddh Gokhale,28/09/24
453,Shalv Sabharwal,02/01/24
454,Indrans Bawa,11/11/24
455,Prisha Mann,17/01/25
456,Urvi Varughese,17/05/24
457,Tara Bera,09/01/24
458,Aayush Dugar,15/05/24
459,Zain Mangal,10/02/24
460,Indranil Dutta,30/03/24
461,Samar Bassi,08/05/25
462,Anika Dyal,19/02/24
463,Hazel Khalsa,14/08/24
464,Lakshay Bhalla,11/12/23
465,Neysa Hari,03/09/23
466,Nishith Dani,20/01/24
467,Ela Mall,11/12/23
468,Rohan Gulati,09/08/24
469,Bhamini Khosla,23/04/24
470,Fateh Srinivas,10/10/24
471,Jayesh Bhalla,17/04/25
472,Saanvi Borde,12/07/24
473,Pihu Bhat,08/11/23
474,Tanya Manda,21/11/23
475,Alisha Mandal,06/01/24
476,Priyansh Char,29/06/23
477,Fateh Uppal,28/07/24
478,Mishti Singhal,29/10/24
479,Abram Chhabra,26/01/24
480,Siya Sankar,04/01/25
481,Mohanlal Cheema,23/05/24
482,Ranbir Bir,02/09/24
483,Kartik Chokshi,23/09/23
484,Aarna Saxena,04/06/23
485,Renee Balay,20/01/24
486,Alia Chandra,19/07/24
487,Hridaan Ahuja,28/08/23
488,Yakshit Biswas,03/08/23
489,Yuvraj  Dar,01/10/23
490,Ishita Date,01/02/24
491,Anya Sheth,31/10/23
492,Ishaan Vala,22/12/23
493,Ranbir Dani,10/11/24
494,Tara Edwin,19/02/25
495,Vedika Aurora,13/12/23
496,Manjari Rajan,17/09/23
497,Armaan Sibal,06/08/23
498,Badal Mander,15/10/24
499,Navya Dubey,04/07/23
500,Eva Mannan,21/02/25
501,Mamooty Behl,28/08/24
502,Kashvi Andra,22/04/25
503,Ishita Basu,10/09/23
504,Ira Datta,16/08/24
505,Vedika Gara,15/12/24
506,Vedika Dayal,12/11/23
507,Hridaan Varma,16/08/24
508,Rania Ganguly,21/02/24
509,Ranbir Sengupta,14/02/24
510,Arhaan Bassi,28/07/23
511,Ivana Sehgal,13/05/24
512,Zoya Wali,18/11/23
513,Vivaan Lad,07/07/24
514,Mamooty Ramakrishnan,21/08/23
515,Samiha Doctor,08/03/24
516,Ehsaan Baria,30/01/25
517,Diya Chandra,24/07/23
518,Shamik Mahal,12/06/24
519,Ranbir Sura,14/01/24
520,Miraan Bhat,02/02/24
521,Ryan Mannan,07/01/25
522,Rasha Ganesh,18/12/24
523,Aaryahi De,17/02/24
524,Zoya Mane,31/10/24
525,Sahil Sharma,11/02/24
526,Parinaaz Rajan,30/06/23
527,Yuvraj  Gopal,24/10/23
528,Ranbir Tak,18/03/25
529,Yakshit Baral,07/09/23
530,Kavya Yadav,09/04/25
531,Divit Chadha,19/03/25
532,Mishti Lal,28/02/24
533,Mishti Behl,11/08/24
534,Sana Sinha,29/08/23
535,Khushi Sem,09/01/24
536,Drishya Bava,23/01/25
537,Divyansh Keer,02/04/25
538,Dishani Trivedi,18/11/24
539,Damini Banik,29/01/25
540,Taimur Raman,29/08/23
541,Jivika Tripathi,01/02/25
542,Ishita Dayal,24/04/24
543,Ela Sethi,10/11/24
544,Pranay Varty,19/12/23
545,Rasha Mand,03/02/25
546,Lakshit Lall,22/05/24
547,Saira Sarraf,14/12/23
548,Riaan Hans,10/10/24
549,Kashvi Walia,07/03/24
550,Advika Varty,24/07/24
551,Anahi Balan,14/12/24
552,Baiju Krish,22/02/24
553,Urvi Rout,04/10/23
554,Kabir Hayre,19/06/24
555,Eshani Mannan,31/07/24
556,Heer Chandra,20/08/23
557,Vidur Kashyap,30/06/24
558,Rhea Subramaniam,20/11/24
559,Vidur Sahota,23/10/24
560,Anay Chacko,05/02/25
561,Seher Sidhu,23/01/24
562,Lakshay Subramanian,27/12/24
563,Mehul Upadhyay,12/05/24
564,Sara Tata,24/07/23
565,Diya Dugal,13/08/24
566,Yakshit Karpe,20/08/23
567,Kimaya Madan,17/03/25
568,Vanya Kumar,23/06/23
569,Seher Gulati,14/03/24
570,Arhaan Sodhi,06/08/24
571,Mahika Ramachandran,28/06/23
572,Miraan Karpe,11/12/24
573,Manikya Sekhon,19/05/24
574,Miraan Bala,28/12/23
575,Yashvi Batra,13/03/24
576,Diya Bhandari,06/03/25
577,Chirag Batra,16/04/25
578,Chirag Ghosh,03/03/25
579,Dhruv Mall,07/02/24
580,Madhup Ram,25/10/23
581,Sahil Deshpande,01/07/23
582,Aarav Bhatt,30/10/23
583,Yuvraj  Singh,18/05/24
584,Ranbir Arya,30/05/23
585,Adah Agarwal,03/05/25
586,Kartik Ganesh,11/12/23
587,Adira Khanna,24/03/24
588,Dishani Chandran,29/01/24
589,Vardaniya Johal,05/04/25
590,Dhanush Vala,11/07/23
591,Saira Bhavsar,17/05/24
592,Anvi Agate,03/02/25
593,Hrishita Sampath,17/10/23
594,Yuvaan Kapadia,19/09/23
595,Kanav Sahota,24/01/24
596,Nirvi Chaudhuri,26/03/24
597,Mannat Krish,28/02/24
598,Dharmajan Rege,10/05/25
599,Sumer Swamy,09/01/24
600,Rati Bassi,14/08/23
601,Anahita Kapur,05/06/23
602,Saksham Kunda,17/02/24
603,Zeeshan Rama,01/12/24
604,Mamooty Sarraf,14/07/23
605,Kabir Kar,09/05/25
606,Nitara Brar,21/05/24
607,Vidur Luthra,13/06/24
608,Heer Vora,31/05/24
609,Samar Shanker,06/04/24
610,Hunar Dugar,19/10/24
611,Ishaan Rana,03/05/25
612,Saanvi Gera,08/01/25
613,Divyansh Dass,28/06/23
614,Trisha Khanna,14/11/24
615,Hunar Khare,03/11/24
616,Anaya Kale,14/12/24
617,Taran Kuruvilla,09/12/23
618,Dhanush Saha,18/07/24
619,Ayesha Kuruvilla,10/05/24
620,Samiha Bhakta,07/08/24
621,Ivana Sarkar,03/09/23
622,Diya Tank,10/01/25
623,Sumer Chada,27/04/25
624,Dhanuk Mander,13/01/25
625,Aarna Randhawa,20/08/24
626,Piya Uppal,27/09/24
627,Shalv Krishna,12/07/24
628,Shlok Balasubramanian,07/11/24
629,Onkar Sood,22/12/24
630,Neysa Doctor,20/04/25
631,Tiya Jani,20/08/23
632,Kaira Chhabra,06/05/24
633,Navya Kibe,01/06/24
634,Divit Choudhury,19/06/23
635,Arnav Char,03/02/24
636,Madhav Rastogi,26/02/24
637,Tara Chopra,08/01/25
638,Sara Shroff,01/07/23
639,Adira Yogi,13/01/24
640,Vaibhav Mallick,15/11/23
641,Vritika Raj,13/08/23
642,Rasha Kunda,08/05/25
643,Dharmajan Mall,29/09/24
644,Aniruddh Bajaj,29/03/24
645,Heer Bail,27/01/25
646,Dharmajan Sahni,08/01/25
647,Madhav Talwar,04/03/25
648,Onkar Hegde,19/09/23
649,Zain Chandran,02/12/24
650,Aradhya Chand,20/09/23
651,Saksham Golla,01/04/24
652,Lakshit Sastry,02/02/24
653,Aarna Apte,06/12/24
654,Advik Subramaniam,15/04/24
655,Misha Vasa,05/07/23
656,Ojas Sarkar,13/04/25
657,Ishita Acharya,07/09/24
658,Divit Verma,14/06/24
659,Nayantara Trivedi,05/12/23
660,Inaaya  Ranganathan,28/02/25
661,Mehul Venkatesh,31/01/24
662,Pihu Agate,18/08/23
663,Manikya Toor,29/07/23
664,Arhaan Bains,14/07/24
665,Sana Walla,04/12/23
666,Hridaan Tara,14/12/23
667,Sahil Ratta,02/04/24
668,Kiara Bassi,21/11/24
669,Kavya Mahajan,10/01/24
670,Ojas Kuruvilla,09/04/25
671,Anay Kohli,24/12/24
672,Dhanuk Dubey,16/05/25
673,Nakul Tripathi,12/08/23
674,Eshani Sridhar,29/08/24
675,Anika Doctor,10/09/24
676,Fateh Ratta,28/06/24
677,Kaira Venkataraman,12/02/25
678,Zara Majumdar,12/08/23
679,Mohanlal Kale,09/07/23
680,Shamik Devan,15/03/25
681,Sana Rajagopalan,21/08/24
682,Hunar Agrawal,23/07/24
683,Rohan Sastry,28/04/25
684,Saanvi Lad,07/06/23
685,Jivin Sunder,15/03/25
686,Indrajit Kala,06/04/24
687,Manjari Srivastava,29/07/23
688,Raghav Sahni,17/02/24
689,Mahika Basak,05/04/24
690,Anahita Chawla,12/06/24
691,Priyansh Bal,27/04/25
692,Biju Warrior,18/10/23
693,Miraan Dhingra,16/03/24
694,Nitya Rajagopalan,21/02/25
695,Prisha Bhagat,22/05/24
696,Aniruddh Tak,14/09/24
697,Nitya Mallick,07/10/23
698,Prerak Bains,08/07/23
699,Ehsaan Sami,16/02/24
700,Dhanuk Saraf,29/04/24
701,Mamooty Balakrishnan,05/09/24
702,Dhruv Doctor,15/05/25
703,Amira Desai,05/08/23
704,Biju Divan,10/11/23
705,Tushar Datta,15/12/23
706,Biju Toor,13/11/23
707,Jhanvi Sharma,02/04/24
708,Neysa Kaul,19/07/24
709,Jayant Rama,21/10/23
710,Riya Halder,24/08/23
711,Alia Sangha,12/10/23
712,Oorja Deo,16/05/25
713,Ojas Sem,22/02/25
714,Gokul Tara,12/09/24
715,Farhan Choudhury,07/01/25
716,Mishti Dutta,25/08/24
717,Taimur Walia,01/05/24
718,Aarna Raju,18/07/23
719,Ela Dash,27/05/24
720,Kaira Deep,30/11/23
721,Aarush Suresh,29/07/23
722,Advik Sandhu,05/03/25
723,Mohanlal Dada,29/04/25
724,Kismat Ramesh,22/09/23
725,Anahi Dhingra,05/02/24
726,Vardaniya Bandi,09/01/25
727,Drishya Zacharia,16/05/25
728,Amira Guha,06/08/24
729,Divyansh Tiwari,04/09/24
730,Kartik Dara,06/12/24
731,Devansh Wali,31/12/24
732,Riya Chawla,31/08/24
733,Jayan Shroff,17/09/23
734,Azad Sinha,04/12/24
735,Samar Mand,09/06/24
736,Alisha Sampath,19/08/23
737,Emir Raj,25/05/25
738,Vardaniya Subramaniam,26/12/24
739,Nitya Kala,02/07/24
740,Trisha Wable,25/10/24
741,Dhruv Sathe,19/09/23
742,Vritika Buch,03/08/24
743,Nirvaan Sane,06/04/24
744,Neelofar Sarin,12/09/23
745,Baiju Kalla,05/06/23
746,Mahika Sarin,19/12/24
747,Emir Jain,12/09/23
748,Tara Lanka,25/11/24
749,Oorja Chauhan,29/09/24
750,Vritika Khalsa,10/11/23
751,Neysa Arya,30/09/24
752,Yakshit Chawla,19/11/24
753,Aarav Bose,06/10/24
754,Emir Dutta,11/02/24
755,Zeeshan Joshi,26/03/24
756,Riya Karnik,11/06/23
757,Emir Arya,18/10/23
758,Nitya Srinivasan,08/02/24
759,Aaina Jayaraman,25/02/25
760,Renee Bera,23/05/25
761,Kanav Bhakta,14/11/24
762,Romil Agarwal,16/09/24
763,Siya Sharma,30/01/25
764,Armaan Rana,10/05/25
765,Damini Bhalla,08/09/23
766,Tushar Virk,11/04/24
767,Rania Talwar,13/08/23
768,Ira Deshmukh,12/04/24
769,Jayesh Ram,26/07/23
770,Shaan Dhillon,03/06/24
771,Arnav Deep,06/03/25
772,Neysa Mallick,30/12/23
773,Adira Sarin,10/01/24
774,Advika Shere,01/05/25
775,Jivika Shenoy,26/11/23
776,Jayant Sanghvi,21/05/24
777,Kanav Yadav,07/03/24
778,Yashvi Chand,17/11/24
779,Myra Kar,06/07/24
780,Pari Varkey,25/05/24
781,Nakul Kunda,05/06/23
782,Zaina Gandhi,16/09/23
783,Sahil Bhavsar,01/06/24
784,Drishya Loyal,04/11/24
785,Hazel Biswas,29/05/24
786,Tarini Gade,31/08/23
787,Damini Butala,10/05/24
788,Pari Tripathi,21/06/23
789,Aarna Thaman,09/11/23
790,Riaan Hari,10/05/24
791,Khushi Gokhale,04/08/23
792,Ryan Dalal,28/06/23
793,Riaan Banerjee,11/12/23
794,Manjari Vig,02/04/24
795,Shamik Sama,29/07/24
796,Ivana Dutt,23/12/23
797,Yuvaan Bajwa,31/05/24
798,Zaina Shanker,15/10/23
799,Zaina Bhattacharyya,25/03/25
800,Yashvi Yohannan,07/03/25
801,Madhup Chaudhary,19/05/24
802,Lakshay Bath,07/04/24
803,Zoya Goswami,05/07/23
804,Elakshi Chauhan,29/08/23
805,Kashvi Mane,01/01/24
806,Manikya Bera,01/02/25
807,Rasha Mand,01/11/23
808,Dhanuk Dua,23/02/25
809,Kanav Ahuja,22/08/24
810,Yasmin Gokhale,08/11/24
811,Charvi Sheth,03/03/24
812,Aaina Lall,03/12/24
813,Urvi Seshadri,24/02/24
814,Purab Kohli,04/05/24
815,Raunak Varkey,08/07/24
816,Ishaan Anand,02/06/24
817,Vedika Sarna,01/11/24
818,Umang Baria,21/08/23
819,Advika Walia,03/11/24
820,Zara Lanka,14/06/24
